адресант,адрисант,ад-ри-сант
адресат,адрисат,ад-ри-сат
адресла,адрисла,ад-рис-ла
адреслан,адрислан,ад-рис-лан
адсорбент,адсарбинт,ад-сар-бинт
адсорбер,адсурбер,ад-сур-бер
адсорбция,адсурыбсейә,ад-су-рыб-се-йә
адъектив,адйектиф,ад-йек-тиф
адъюнкт,адйункет,ад-йун-кет
адъютант,адйудант,ад-йу-дант
адыгей,адыгий,а-ды-гий
ажиотаж,ажйутаж,аж-йу-таж
ажур,ажур,а-жур
азалия,азалийә,а-за-ли-йә
азарт,азарт,а-зарт
азартлан,азартлан,а-зарт-лан
азиат,азийат,а-зи-йат
азимут,азимут,а-зи-мут
азия,азийә,а-зи-йә
азот,азут,а-зут
азотла,азутла,а-зут-ла
айва,айва,ай-ва
айсберг,айысберег,а-йыс-бе-рег
академизм,акадимизым,а-ка-ди-ми-зым
академик,акадимик,а-ка-ди-мик
академия,акадимийә,а-ка-ди-ми-йә
акация,акатсийә,а-кат-си-йә
акваланг,акваланыг,ак-ва-ла-ныг
аквалангычы,аквалангычы,ак-ва-лан-гы-чы
аквамарин,аквамарин,ак-ва-ма-рин
акварель,акварил,ак-ва-рил
аквариум,акварийум,ак-ва-ри-йум
акватория,акватурийә,ак-ва-ту-ри-йә
акгвардия,акгывардийә,ак-гы-вар-ди-йә
акклиматизация,аклиматизатсейә,ак-ли-ма-ти-зат-се-йә
аккомпанемент,аккампаниминт,ак-кам-па-ни-минт
аккомпаниатор,аккампанийатыр,ак-кам-па-ни-йа-тыр
аккорд,аккурт,ак-курт
аккордеон,аккардиун,ак-кар-ди-ун
аккредитив,акридитиф,ак-ри-ди-тиф
аккузатив,аккузатиф,ак-ку-за-тиф
аккумулятор,аккүмуләтыр,ак-кү-му-лә-тыр
аккумуляция,аккүмуләтсейә,ак-кү-му-ләт-се-йә
акмеизм,акмийезым,ак-ми-йе-зым
акмеист,акмийес,ак-ми-йес
акр=,акыр,а-кыр
акробат,акрабат,ак-ра-бат
акробатик,акрабатик,ак-ра-ба-тик
акробатика,акрабатика,ак-ра-ба-ти-ка
акрополь,акрупел,ак-ру-пел
акселерат,аксилират,ак-си-ли-рат
акселератор,аксилиратыр,ак-си-ли-ра-тыр
акселерация,аксилиратсийә,ак-си-ли-рат-си-йә
аксельбант,аксилбант,ак-сил-бант
аксессуар,аксиссуwар,ак-сис-су-wар
аксилит,аксилит,ак-си-лит
аксиома,аксийума,ак-си-йу-ма
акт=,акыт,а-кыт
актка=,акытка,а-кыт-ка
актлар,акытлар,а-кыт-лар
актер,актйүр,ак-тйүр
актёр,актйүр,ак-тйүр
актив,актиф,ак-тиф
активист,активис,ак-ти-вис
активла,актифла,ак-тиф-ла
активлаштыр,актифлаштыр,ак-тиф-лаш-тыр
актиний,актиний,ак-ти-ний
актиния,актинийә,ак-ти-ни-йә
актриса,актриса,ак-три-са
актуаль,актуwәл,ак-ту-wәл
акула,акула,а-ку-ла
акустик,акустик,а-кус-тик
акустика,акустика,а-кус-ти-ка
акушер,акушир,а-ку-шир
акушерка,акуширка,а-ку-шир-ка
акцент,аксинт,ак-синт
акцентлаштыр,аксинтлаштыр,ак-синт-лаш-тыр
акцентуация,аксинтуатсийә,ак-син-ту-ат-си-йә
акциз,аксиз,ак-сиз
акционер,аксийанир,ак-си-йа-нир
акция,аксийә,ак-си-йә
албанияле,албанийәле,ал-ба-ни-йә-ле
алгебра,алгибра,ал-гиб-ра
алгебраик,алгибраик,ал-гиб-ра-ик
алгоритм,алгаритым,ал-га-ри-тым
алгоритмик,алгаритмик,ал-га-рит-мик
алебарда,алибарда,а-ли-бар-да
алебастр,алибастыр,а-ли-бас-тыр
алейкемия,алийкимийә,а-лий-ки-ми-йә
александрит,аликсандрит,а-лик-сан-дрит
алеут,алийут,а-ли-йут
алжирлы,алжирлы,ал-жир-лы
алиби,алиби,а-ли-би
ализарин,ализарин,а-ли-за-рин
алимент,алиминт,а-ли-минт
алкалоид,алкалуйет,ал-ка-лу-йет
алкоголизм,алкагализым,ал-ка-га-ли-зым
алкоголик,алкагүлик,ал-ка-гү-лик
алкогол,алкагүл,ал-ка-гүл
аллегорик,аллигурик,ал-ли-гу-рик
аллегория,аллигурийә,ал-ли-гу-ри-йә
аллегретто,аллигритта,ал-лиг-рит-та
аллегро,аллигра,ал-лиг-ра
аллергия,аллиргийә,ал-лир-ги-йә
аллерголик,аллиргулик,ал-лир-гу-лик
аллерголог,аллиргулыг,ал-лир-гу-лыг
аллея,аллийә,ал-ли-йә
аллигатор,аллигатыр,ал-ли-га-тыр
аллитерация,аллитиратсейә,ал-ли-ти-рат-се-йә
алло,аллу,ал-лу
аллюр,аллйүр,ал-лйүр
алоэ,алуй,а-луй
алтай,алтай,ал-тай
алтей,алтий,ал-тий
алфавит,алфавит,ал-фа-вит
алхимик,алхимик,ал-хи-мик
алхимия,алхимийә,ал-хи-ми-йә
альбатрос,әлбатрус,әл-бат-рус
альбинос,әлбинус,әл-би-нус
альбом,әлбум,әл-бум
альбумин,әлбумин,әл-бу-мин
альбуцид,әлбутсит,әл-бут-сит
альвеола,әлвийула,әл-ви-йу-ла
альдегид,әлдигит,әл-ди-гит
альма,әлма,әл-ма
альманах,әлманах,әл-ма-нах
альпеншток,әлпиныштук,әл-пи-ныш-тук
альпинизм,әлпинизым,әл-пи-ни-зым
альпинист,әлпинис,әл-пи-нис
альт,әлт,әлт
альтернатива,әлтернатива,әл-тер-на-ти-ва
альтруизм,әлтруизым,әл-тру-и-зым
альтруист,әлтруис,әл-тру-ис
альфа,әлфа,әл-фа
альянс,әлйаныс,әл-йа-ныс
алюминий,әлүминий,ә-лү-ми-ний
алюмосиликат,әлйумасиликат,ал-йү-ма-си-ли-кат
амальгама,амәлгама,а-мәл-га-ма
амбар,амбар,ам-бар
амбиция,амбитсийә,ам-бит-си-йә
амбразура,амбразура,ам-бра-зу-ра
амбулатор,амбулатур,ам-бу-ла-тур
амбулатория,амбулатурийә,ам-бу-ла-ту-ри-йә
амеба,амйуба,а-мйу-ба
америкалы,амирикалы,а-ми-ри-ка-лы
американ,амирикан,а-ми-ри-кан
аметист,амитис,а-ми-тис
аминокислота,аминакислата,а-ми-на-кис-ла-та
аммиак,аммийак,ам-ми-йак
аммоний,аммуний,ам-му-ний
амнистия,амнистейә,ам-нис-те-йә
амораль,амарәл,а-ма-рәл
амортизатор,амартизатыр,а-мар-ти-за-тыр
амортизациялә,амартизатсийәлә,а-мар-ти-зат-си-йә-лә
амортизациялән,амартизатсийәлән,а-мар-ти-зат-си-йә-лән
аморф,амурыф,а-му-рыф
ампер,ампир,ам-пир
амперметр,ампирмитыр,ам-пир-ми-тыр
амплитуда,амплитуда,амп-ли-ту-да
амплуа,амплуа,ам-плу-а
ампула,ампула,ам-пу-ла
ампутация,ампутатсийә,ам-пу-тат-си-йә
ампутациялә,ампутатсийәлә,ам-пу-тат-си-йә-лә
амуниция,амунитсийә,а-му-нит-си-йә
амфибия,амфибийә,ам-фи-би-йә
амфибрахий,амфибрахий,ам-фиб-ра-хий
амфитеатр,амфитиатыр,ам-фи-ти-а-тыр
амфора,амфура,ам-фу-ра
анабиоз,анабиуз,а-на-би-уз
анаграмма,анаграмма,а-на-грам-ма
анаконда,анакунда,а-на-кун-да
анализ,анализ,а-на-лиз
анализатор,анализатыр,а-на-ли-за-тыр
анализла,анализла,а-на-лиз-ла
аналитик,аналитик,а-на-ли-тик
аналитика,аналитика,а-на-ли-ти-ка
аналог,аналыг,а-на-лыг
аналогик,аналугик,а-на-лу-гик
аналогия,аналугийә,а-на-лу-ги-йә
анамнез,анамниз,а-нам-низ
анаморфизм,анамарфизым,а-на-мар-фи-зым
анаморфоз,анамарфуз,а-на-мар-фуз
ананас,ананас,а-на-нас
анапест,анапес,а-на-пес
анархизм,анархизым,а-нар-хи-зым
анархист,анархис,а-нар-хис
анархистик,анархистик,а-нар-хис-тик
анархия,анархийә,а-нар-хи-йә
анатом,анатым,а-на-тым
анатомик,анатумик,а-на-ту-мик
анатомия,анатумийә,а-на-ту-ми-йә
анафема,анафима,а-на-фи-ма
анафора,анафыра,а-на-фы-ра
анахронизм,анахранизым,а-нах-ра-ни-зым
ангажемент,ангажиминт,ан-га-жи-минт
ангар,ангар,ан-гар
ангидрид,ангидрит,ан-гид-рит
ангина,ангина,ан-ги-на
англоман,англаман,ан-гла-ман
англосакс,англасакес,ан-гла-са-кес
англофил,англафил,ан-гла-фил
англофоб,англафуп,ан-гла-фуп
ангор,ангар,ан-гар
анданте,анданте,ан-дан-те
андантино,андантина,ан-дан-ти-на
анекдот,аникдут,а-ник-дут
анекдотик,аникдутик,а-ник-ду-тик
анемик,анимик,а-ни-мик
анемия,анимийә,а-ни-ми-йә
анемограф,анимуграф,а-ни-муг-раф
анероид,анируйет,а-ни-ру-йет
анестезин,анестизин,а-нес-ти-зин
анестезиолог,анестизийулыг,а-нес-ти-зи-йу-лыг
анестезиология,анестизийалугийә,а-нес-ти-зи-йа-лу-ги-йә
анестезия,анестизийә,а-нес-ти-зи-йә
анестезиялә,анестизийәлә,а-нес-ти-зи-йә-лә
анизол,анизул,а-ни-зул
анилин,анилин,а-ни-лин
анимализм,анимализым,а-ни-ма-ли-зым
анималист,анималис,а-ни-ма-лис
анимизм,анимизым,а-ни-ми-зым
анимист,анимис,а-ни-мис
анион,анийун,а-ни-йун
анкер,анкир,ан-кир
анкета,анкита,ан-ки-та
анкеталаштыр,анкиталаштыр,ан-ки-та-лаш-тыр
аннал,аннал,ан-нал
аннегиляция,аннигиләтсейә,ан-ни-ги-ләт-се-йә
аннексия,анниксийә,ан-ник-си-йә
аннексиялә,анниксийәлә,ан-ник-си-йә-лә
аннексиялән,анниксийәлән,ан-ник-си-йә-лән
аннотация,аннататсийә,ан-на-тат-си-йә
аннотациялә,аннататсийәлә,ан-на-тат-си-йә-лә
аннуляция,аннуләтсийә,ан-ну-ләт-си-йә
аннуляциялә,аннуләтсийәлә,ан-ну-ләт-си-йә-лә
анод,анут,а-нут
аномалия,анамалийә,а-на-ма-ли-йә
аномаль,анамәл,а-на-мәл
аноним,ануним,а-ну-ним
анонимка,ананимка,а-на-ним-ка
анонс,ануныс,а-ну-ныс
анорганик,анарганик,а-нар-га-ник
ансамбль,ансамбел,ан-сам-бел
антагонизм,антаганизым,ан-та-га-ни-зым
антагонист,антаганис,ан-та-га-нис
антагонистик,антаганистик,ан-та-га-нис-тик
антанта,антанта,ан-тан-та
антарктик,антаректик,ант-арек-тик
антарктика,антаректика,ан-та-рек-ти-ка
антенна,антинна,ан-тин-на
антибактериаль,антибәктирйәл,ан-ти-бәк-тир-йәл
антибактерин,антибактирин,ан-ти-бак-ти-рин
антибиотик,антибйутик,ан-ти-бйу-тик
антивирус,антивирус,ан-ти-ви-рус
антидемократ,антидимакрат,ан-ти-ди-мак-рат
антидемократик,антидимакратик,ан-ти-ди-мак-ра-тик
антиимпериалистик,антиимпирийалистик,ан-ти-им-пи-ри-йа-лис-тик
антик,антик,ан-тик
антикатод,антикатут,ан-ти-ка-тут
антиквар,антиквар,ан-тик-вар
антиклерикаль,антиклирикал,ан-ти-кли-ри-кал
антиколониаль,антикаланйәл,ан-ти-ка-ла-ни-йәл
антикоммунизм,антикаммунизым,ан-ти-кам-му-ни-зым
антикоммунистик,антикаммунистик,ан-ти-кам-му-нис-тик
антилогарифм,антилагарифым,ан-ти-ла-га-ри-фым
антилопа,антилупа,ан-ти-лу-па
антимарксист,антимаркесис,ан-ти-мар-ке-сис
антимарксистик,антимаркесистик,ан-ти-мар-ке-сис-тик
антиматериалистик,антиматирйалистик,ан-ти-ма-тир-йа-лис-тик
антимилитаризм,антимилитаризым,ан-ти-ми-ли-та-ри-зым
антимилитарист,антимилитарис,ан-ти-ми-ли-та-рис
антимонархик,антиманархик,ан-ти-ма-нар-хик
антимораль,антимарәл,ан-ти-ма-рәл
антинейтрино,антинийтрина,ан-ти-ний-три-на
антинейтрон,антинийтрун,ан-ти-ний-трун
антипассат,антипассат,ан-ти-пас-сат
антипатик,антипатик,ан-ти-па-тик
антипатия,антипатийә,ан-ти-па-ти-йә
антипатриотик,антипатрийутик,ан-ти-пат-ри-йу-тик
антипедагогик,антипидагүгик,ан-ти-пи-да-гү-гик
антипод,антипут,ан-ти-пут
антиракета,антиракита,ан-ти-ра-ки-та
антисанитар,антисанитар,ан-ти-са-ни-тар
антисемит,антисимит,ан-ти-си-мит
антисемитизм,антисимитизым,ан-ти-си-ми-ти-зым
антисептик,антисиптик,ан-ти-сип-тик
антисептика,антисиптика,ан-ти-сип-ти-ка
антисоветизм,антисавитизым,ан-ти-са-ви-ти-зым
антисоветчылык,антисавитчылык,ан-ти-са-вит-чы-лык
антистрофа,антистрафа,ан-ти-стра-фа
антитеза,антитиза,ан-ти-ти-за
антитезис,антитизис,ан-ти-ти-зис
антитоксин,антитаксин,ан-ти-так-син
антифашизм,антифашизым,ан-ти-фа-ши-зым
антифашист,антифашис,ан-ти-фа-шис
антифашистик,антифашистик,ан-ти-фа-шис-тик
антифермент,антифирминт,ан-ти-фир-минт
антифон,антифун,ан-ти-фун
антихлор,антихлур,ан-ти-хлур
антициклон,антисиклун,ан-ти-сик-лун
антиэлектрон,антииликтрун,ан-ти-и-лик-трун
антологик,анталугик,ан-та-лу-гик
антология,анталугийә,ан-та-лу-ги-йә
антоним,антуним,ан-ту-ним
антоновка,антуныфка,ан-ту-ныф-ка
антракт,антракыт,ан-тра-кыт
антрацен,антратсин,ан-трат-син
антрацит,антратсит,ан-трат-сит
антрекот,антрикут,ан-три-кут
антрепренер,антрипринйүр,ан-три-прин-йүр
антресоль,антрисүл,ан-три-сүл
антропогенез,антрупагиниз,ан-тру-па-ги-низ
антропоид,антрапуйет,ант-ра-пу-йет
антрополог,антрапулыг,ант-ра-пу-лыг
антропологик,антрапалугик,ант-ра-па-лу-гик
антропология,антрапалугийә,ант-ра-па-лу-ги-йә
антропофаг,антрапуфаг,ант-ра-пу-фаг
анфас,анфас,ан-фас
анфилада,анфилада,ан-фи-ла-да
анчар,анчар,ан-чар
анчоус,анчуыс,ан-чу-ыс
аншеф,аншиф,ан-шиф
аншлаг,анышлаг,а-ныш-лаг
аорист,аурис,а-у-рис
аорта,аурта,а-ур-та
апартамент,апартаминт,а-пар-та-минт
апартеид,апартейет,а-пар-те-йет
апартеидчы,апартейетче,а-пар-те-йет-че
апатит,апатит,а-па-тит
апатия,апатейә,а-па-те-йә
апекс,апикес,а-пи-кес
апелляцион,апилләтсийун,а-пил-ләт-си-йун
апелляция,апилләтсийә,а-пил-ләт-си-йә
апелляциялә,апилләтсийәлә,а-пил-ләт-си-йә-лә
апельсин,апилсин,а-пил-син
апломб,аплумп,а-плумп
апогей,апагий,а-па-гий
апокриф,апукриф,а-пук-риф
аполитизм,апалитизым,а-па-ли-ти-зым
аполитик,апалитик,а-па-ли-тик
апологет,апалагит,а-па-ла-гит
апоплексик,апапликсик,а-пап-лик-сик
апоплексия,апапликсийә,а-пап-лик-си-йә
апоплектик,апапликтик,а-пап-лик-тик
апорт,апурт,а-пурт
апостол,апустыл,а-пус-тыл
апостроф,апустрыф,а-пус-трыф
апострофа,апаструфа,а-пас-тру-фа
апофеоз,апафийуз,а-па-фи-йуз
аппарат,аппарат,ап-па-рат
аппаратура,аппаратура,ап-па-ра-ту-ра
аппасионато,аппасийунаты,ап-па-си-йу-на-ты
аппендикс,аппиндикес,ап-пин-ди-кес
аппендицит,аппиндитсит,ап-пин-дит-сит
аппетит,аппитит,ап-пи-тит
аппликата,апликата,ап-ли-ка-та
аппликатив,апликатиф,ап-ли-ка-тиф
аппликацион,апликатсиун,ап-ли-кат-си-ун
аппликация,апликатсийә,ап-ли-кат-си-йә
аппликациялә,апликатсийәлә,ап-ли-кат-си-йә-лә
аппозитив,аппазитиф,ап-па-зи-тиф
аппозицион,аппазитсийун,ап-па-зит-си-йун
аппозиция,аппазитсийә,ап-па-зит-си-йә
апрель,април,ап-рил
априор,априйур,ап-ри-йур
априори,априйури,ап-ри-йу-ри
апробация,апрабатсийә,а-пра-бат-си-йә
апробациялә,апрабатсийәлә,а-пра-бат-си-йә-лә
аптека,аптика,ап-ти-ка
аптекарь,аптикар,ап-ти-кар
аптечка,аптичка,ап-тич-ка
арабеска,арабиска,а-ра-бис-ка
аралия,аралийә,а-ра-ли-йә
арамей,арамий,а-ра-мий
аранжировка,аранжируфка,а-ран-жи-руф-ка
арахис,арахис,а-ра-хис
