( ru_0155 "Но уж+е хищный +ихи, распростёр острые крылья над журавлём, и паук сплёл сеть, и глаз+а страшного ча, горят сквозь голубую заросль." )
( ru_0157 "Когда +ихи падает из, розового +облака, - стань тенью, и глаз+а +ихи, напрасно будут иск+а тебя в траве." )
( ru_0161 "Удал+и от, себя всё, сродн+ое злу, закопай свою ненависть, под порогом хижины." )
( ru_0162 "Множество гигантских яиц, затерялось в звёздном пространстве, множество разбилось, о поверхность, Марса." )
( ru_0163 "Но вод+ы в колодцах было мало, погибли зёрна ячменя, в сухой и бесплодной почве." )
( ru_0164 "Мы построим большой город Саоц+ера, что значит Солнечное Селенье, мы дадим жизнь всем, кто хочет жизни." )
( ru_0165 "Тогда же н+ачаты были постройкою, шестнадцать гигантских цирков Ро, куда собиралась вода, во время т+аянья снегов на полюсах." )
( ru_0168 "Лишь через двадцать, тысячелетий мы, потомки племени Гор, снова прочли, книги Атлантов." )
( ru_0169 "Внизу поляны, на опушке, мальчик пастух, бегая и вскрикивая, загонял в кирпичный сарай, глухо порёвывающих, хаш+и." )
( ru_0171 "Тогда в глазах её, появился ужас. - Тебе девка, совсем замуж пора, - сказал ей Гусев, по-русски." )
( ru_0172 "Гусев, увидел часть большого свода, в глубине упирающегося, на квадратный столб, часть стен+ы, надписями, и геометрическими фигурами." )
( ru_0173 "Надо меры принимать, - убьют, они нас, Мстислав Сергеевич, поверьте мне, - этим закончится." )
( ru_0175 "На нижней ступени, она остановилась, - было приятно стоять, в зное солнечного света, входящего сквозь, узкое окно." )
( ru_0176 "Старичок хмурился, жевал ртом. - Хорошо, сказал он, и пальцы его, затрепетали по одеялу, - пусть, Сын Неба, даст теб+е это знание." )
( ru_0178 "Переходы эти, сопровождались, потрясениями расы, потому что властвующие не могли, без борьбы, уступить власти над миром, но старость, и вырождение, принуждали их к, этому." )
( ru_0179 "Центр её цивилизации погиб, во время столкновения земл+и, с, осколками кометы Пто." )
( ru_0180 "Они построили подземный храм, Спящей, Голов+ы, Негра, и стали привлекать к себ+е людей, - исцеляли больных, гадали о судьбе, и верующим показывали т+ени ум+ерших." )
( ru_0181 "Вещь, есть, ядро, сферы сгущающегося разума, подобно круглой молнии, в которую уплотняется грозовой воздух." )
( ru_0182 "Они стали строить огромные, украшенные з+олотом храмы, и посвящать их солнцу, - отцу и владыке жизни, гневному и животв+орному, умирающему, и вновь рождающемуся." )
( ru_0183 "Иные из кочевников, проникли к экватору, и там, уничтожили их негры, стад+а слонов, и болотные лихорадки." )
( ru_0184 "Таково было нач+ало третьей, самой высокой, волн+ы, цивилизации, Атлантов." )
( ru_0185 "Они украсили город новыми стенами, и семиугольными башнями, выложили з+олотом двадцать один уступ гигантской пирамиды, провели акведуки, впервые в, архитектуре стали употреблять колонну." )
( ru_0186 "На севере они воевали с циклопами, - уцелевшими от смешения, одичавшими потомками, племени, З+эмзе." )
( ru_0188 "Он, соединил младенческие, племена Арийцев, принадлежавших к седьмому, из семи, народов расы, в царство Ра." )
( ru_0195 "В, то время, на восточном рубеже земл+и, был поставлен сфинкс, изображавший в, одном теле четыре стихии, - символ, тайны, спящего, разума." )
( ru_0196 "Первородное зло было в том, что бытие, - жизнь земл+и и существ, - постигалось как нечто, выходящее из разума человека." )
( ru_0197 "Ничто, не сдерживало более пресыщенную фантазию, жажду извращений, безумие, опустошённого, разума." )
( ru_0198 "Они были в, высоких шлемах, в п+анцырных поясах, без щитов." )
( ru_0199 "Тысячелетней скукой, веяло от этих кирпичных, подметённых, один как один, коридоров." )
( ru_0200 "На одной, из крупнейших фабрик, гудящие т+олпы рабочих, возбуждённые, мрачные, свирепые, лица." )
( ru_0201 "К вечеру, т+олпы народа, набили огромную площадь, перед домом Совета." )
( ru_0202 "Под тяжёлыми сводами, в круглой зале, на скамьях амфитеатра, сидели, члены, Совета." )
( ru_0203 "Уличная пестрота, шум, роскошь золотых лодок, и зависть тех, кто снизу глядит на эти лодки." )
( ru_0204 "Скука, скука, - вы видите - пыльные коридоры, с пыльным светом, где бредут сожжённые души, зевая от скуки." )
( ru_0206 "Движением бровей, Тускуб, заставил, утихнуть, амфитеатр: История Марса, окончена." )
( ru_0208 "Он, выкинул руку, по направлению Тускуба: - Он лжёт!" )
( ru_0209 "Мы оставим лишь необходимые для жизни, учреждения и предприятия." )
( ru_0212 "Руки, он глубоко засунул за ременный пояс. - В лодку я уж всё уложил: провизию, оружие." )
( ru_0213 "Рад, он этому чувству напряжённого, смертельного, ожидания, что вот-вот раскроется какой-то, немыслимый свет? - Не радость, не печаль, не сон, не жажда, не утоление..." )
( ru_0214 "И жизнь входит в него по зеркальному полу, под сияющими окнами." )
( ru_0215 "В его теле, ещё текла горячая кровь, он был весь ещё полон тревожными семенами жизни, - сын земл+и." )
( ru_0216 "Лицо её казалось счастливым. - Отец дал мне яд, но я видела, - он, не верит, мне." )
( ru_0217 "На середине пропасти, лестница ушла в глубь скал+ы, в узкий туннель." )
( ru_0218 "Гусев вылез из лодки, вскинул на плечо мешок, широко провёл рукой по воздуху: - С, приветом, товарищи! - Стало тихо, как во сне." )
( ru_0221 "Гор, медленно, и научно, подготовлявший, восстание, и даже после вчерашнего, м+едливший и не решавшийся, - вдруг точно проснулся." )
( ru_0222 "Он произнёс, двенадцать, бешеных речей, переданных в рабочие кварталы, туманными зеркалами." )
( ru_0223 "Чтобы хоть не надолго, отвлечь внимание, он послал, пять тысяч безоружных марсиан, в центр г+орода: - кричать, просить тёплой одежды, хлеба, и хавры." )
( ru_0224 "Пять, тысяч марсиан, одною глоткой закричали: - Айяй! - Развернули огромные зонтики с надписями, и пошли умирать, запели унылым воем, старую, запретную песню." )
( ru_0226 "А уж+е вокруг завыли, завизжали марсиане, пос+ыпались изо всех углов, подъездов, из-за деревьев." )
( ru_0227 "Корабли, падали, с неба, к ногам гигантской статуи Магацитла, улыбающегося, с закрытыми глазами." )
( ru_0228 "К ночи, Гусев, осадил площадь Дома Советов, и стал строить баррикады, в улицах, разбегающихся звездою от площади." )
( ru_0229 "Тогда Гусев произнёс последнюю за этот день речь, очень короткую, но выразительную, влез на баррикаду и швырнул, одну за другой, три ручных гранаты." )
( ru_0231 "Перед Домом Совета Гусев, сам зажёг первый костёр, из обломков мебели." )
( ru_0232 "Поздно ночью, Гусев вернулся в Дом Совета, - продрог, и был голоден." )
( ru_0233 "Хавра, сильно начинала действовать на него. - Тускуб мечтает, о золот+ом веке: - открыть последнюю эпоху Марса, - золотой век." )
( ru_0235 "Навстречу им, из темноты улиц, взвился огненный шар, второй, третий." )
( ru_0236 "Лось хотел было увлечь, за собой Г+ора, но марсианин, стиснул зубы, вцепился в перила: - Идите." )
( ru_0237 "Расширенные глаз+а, различали неясные, сероватые очертания, - но эти зыбкие п+ятна, были лишь галлюцинациями темноты. - Стой. - Что? - Дна нет." )
( ru_0238 "Издалека, словно из глубин+ы, доносились какие-то вздохи, - вдыхание, и, выдыхание." )
( ru_0239 "Они прислонились рядом, плечо к плечу, к шершавой стене." )
( ru_0240 "Показалось мне, Мстислав Сергеевич, будто все звёзды, - это, всё, - я." )
( ru_0241 "Гусев крикнул ему, - что? - и только тогда, взглянул вглубь кирпичной шахты." )
( ru_0243 "Обеими руками она, оперлась, о, подушки, и села. Сын неба, сказала она нежно, и тихо, сын мой, любовь мо+я." )
( ru_0244 "Кровь, била, в, виск+и, разрежённый воздух, хлестал ледяными бичами." )
( ru_0245 "Предполагалось, что его двигатель, перевернёт все устои механики, все несовершенства, мировой экономики." )
( ru_0246 "Аэлита поцеловала его, и он почувствовал, горький запах яда, на её губах." )
( ru_0247 "Ветер бешеным порывом, подхватил это, впервые произнесённое на земле имя, развеял его среди летящих снегов." )
( ru_0248 "Лось распахнул, заметённую сугробом, дверцу, вошёл в тёплый домик, сбросил шарф, и шляпу." )
( ru_0249 "Вдова что ли, что сама ведёшь дело? - Не вдова, ваше превосходительство, а надо же чем-нибудь жить." )
( ru_0250 "Мне сейчас сорок восемь, а вам под шестьдесят, думаю? - Вроде этого." )
( ru_0251 "Пот+ом остановился, и краснея сквозь седину, стал говорить: - Ничего не знаю о теб+е, с тех самых пор." )
( ru_0253 "Он покраснел до слёз, и нахмурясь, опять зашагал. - Всё проходит мой друг, - забормотал он. - Любовь, молодость, - всё, всё." )
( ru_0254 "Молодость, у всякого проходит, а любовь, - другое дело." )
( ru_0255 "Говоришь, - он зарезал князя: так почему ж он святой, и зачем ему быть, надо, княжеской могилой?" )
( ru_0259 "Да, и церковь-то, была его домашняя, им самим строенная." )
( ru_0260 "Перед вечером, по дороге в Чернь, молодого купца Крас+ильщикова, захватил ливень, с грозой." )
( ru_0261 "Лошадь, каждый раз, вся дёргалась, от них вперёд, прижимая +уши, собака шла, уж+е скоком..." )
( ru_0262 "Что ж мне теперь делать? - Стёпа, я опять скоро приеду." )
( ru_0263 "Да ведь папаша будут дома, - как же я вас увижу!" )
( ru_0264 "А я дочь доктора, жив+у от вас недалеко, на Преч+истенском бульваре." )
( ru_0265 "А, съевши яблоко, и выпив чашку чаю, глубже подвинулась на диване, и похлопала рукой возле себя: - Теперь сядьте ко мне." )
( ru_0266 "Я знал его с детства, теперь же так привык к нему, что вечер без него был мне странен." )
( ru_0267 "И я пошёл, и прилёг в кабинете, и внезапно заснул, - весь день мёрз в дороге." )
( ru_0268 "Можно ли помнить эту ночь, где-то там, будто бы в небе?" )
( ru_0269 "В тишине слышен был откуда-то, равномерный, и как будто, тоже сырой скрип дергача." )
( ru_0270 "Весло нашлось только одно, и то вроде лопаты, и я грёб им, как дикарь, - то направо, то налево." )
( ru_0271 "Зашумел наконец, встречный поезд, налетел с грохотом и ветром, слившись в одну, золотую п+олосу освещённых окон, и пронёсся мимо." )
( ru_0273 "Проводник вошёл в куп+э, осветил его, и стал готовить постели." )
( ru_0274 "Ну и что же у вас, с этой, девицей, было?" )
( ru_0275 "День был жаркий, парило, прибрежные тр+авы, испещрённые жёлтыми цветочками куриной слепоты, были душно нагреты влажным тепл+ом, и над ними низко вились, несметные, бледно-зелёные мотыльки." )
( ru_0278 "Полежав в изнеможении, она приподнялась, и с улыбкой счастливой усталости, и ещё не утихшей боли, сказала: - Теперь мы муж с женой." )
( ru_0279 "Вдруг послышались, мягко бегущие шаги, - и на пороге встала в чёрном шёлковом истрёпанном халате, и истёртых сафьяновых туфлях, её полоумная мать." )
( ru_0280 "И уж целых двадцать лет том+у назад, было всё это- перелески, сороки, болота, кувшинки, ужи, журавли." )
( ru_0281 "Он был худой, высокий, чахоточного сложения, носил очки цвета йода, говорил несколько сипло, и, если хотел сказать что-нибудь погромче, срывался в ф+истулу." )
( ru_0284 "На другой день, дьякон, и дьяконица, по его требованию, кухарку прогнали." )
( ru_0285 "Ужасно будет жаль уезжать. - А кто ж тебя гонит? - ответил дядя. - Куда теб+е спеш+ить?" )
( ru_0286 "С+идя и беседуя, он непрестанно ждал: вот-вот войдёт она, - объявит горничная, что готов чай в столовой, и она придёт катить дядю." )
( ru_0287 "И ждал минуты, когда она опять придёт, увезёт дядю, и пот+ом, где-нибудь встретится с ним, и он перекинется с ней, хоть несколькими словами." )
( ru_0288 "Он бодро ответил: - Не беспокойтесь тётя, я займусь чтением." )
( ru_0289 "Тут, она, с размаху, полетела в к+озлы, и рассекла щёку, об что-то железное." )
( ru_0290 "И тут она вдруг, с усмешкой тряхнула головой: - И, испытаю! - А кто ваш муж?" )
( ru_0291 "Как мне теперь глядеть в глаз+а Николаю Григорьевичу, и Клавдии Александровне!" )
( ru_0292 "Меня один товарищ, зовёт к себ+е в Могилёв, - пишет, удивительно живописный город..." )
( ru_0296 "С визгом к+олец, жутко летит кверху, исчезает в ветвях, и, как подстреленная стремительно несётся вниз, приседая и развевая подол." )
( ru_0297 "Он, сел, возле каретного сарая, на подножку тарантаса, закиданного засохшей грязью." )
( ru_0298 "Казакова сказала ему, когда, она, вышла: да конечно, сирота без матери, отец нищий, беспутный мужик..." )
( ru_0299 "Она тихо ответила, смаргивая слёзы, и суя, в самовар, пылающие щепки: - К+абы правда полюбили, всё бы легче было..." )
( ru_0300 "Пот+ом стал порошить снег, убеляя мёрзлую грязь, точно сахарной пудрой, и усадьба, и видные из неё пол+я, стали сизо бел+ы, и просторны." )
( ru_0301 "Тьма дома, шум вокруг этой тьмы, трясутся ставни, в печке то и дело, завывает..." )
( ru_0302 "Верно, вы правда меня очень л+юбите? - Нисколько не люблю." )
( ru_0303 "И представить себ+е Москву, и его в ней, его жизнь там, его какие-то дел+а, н+ебыло никакой возможности." )
( ru_0304 "Накануне его нового отъезда, ночь была уж+е предвес+енняя, светлая и, ветреная." )
( ru_0305 "Она стала перечислять заученным тоном: - Нынче у нас, щи, флотские, битк+и по-казацки." )
( ru_0306 "На другой день, он опять пришёл, и сел, за свой столик." )
( ru_0307 "Теперь пишу истории, этих войн, по заказам, разных, иностранных, издательств." )
( ru_0308 "Это странно, но я уж, как-то привыкла к вам." )
( ru_0310 "Я буду ждать вас там, при выходе из метро, ровно в восемь с половиной. - Мерси." )
( ru_0311 "И вот представь себ+е: весна, всюду множество нарядного, беззаботного, и приветливого народа, эти скворцы, сыплющие нем+олчным щебетом, точно каким-то солнечным дождем, - и Галя." )
( ru_0312 "И уж+е не подросток, не ангел, а удивительно хорошенькая, тоненькая девушка, во всём новеньком, светло-сером, весеннем." )
( ru_0313 "Вам можно, вы же дочь художника, и живу я в двух шагах отсюда. - Ужасно обрадовалась: - Конечно можно!" )
( ru_0314 "Ты значит будешь в Ницце, восемнадцатого, а я не поздн+ее двадцатого, двадцать первого." )
( ru_0315 "Это-то, впрочем, очень хорошо вместе с длинным, шёлковым платьем, цвета золотистой, луковой шелухи." )
( ru_0316 "Целый вечер, умирали от нетерпения, ожидания, и наконец, махнули на тебя рукой." )
( ru_0317 "Я ведь очень стыдлива, не суди пожалуйста по том+у, как я вед+у себя с тобой." )
( ru_0318 "Месяц-то, и правда обмывался, да уж обмылся кажется; распогодилось, и как сладко пахнет цветами." )
( ru_0319 "А посмотришь вокруг, - что это, собственно, такое, этот трактир?" )
( ru_0320 "И опять обнимает, жмёт мо+ю робкую руку, кладёт на колени себ+е." )
( ru_0321 "А пот+ом думаю, - э, была не была, поеду-ка я домой, авось Бог донесёт, - не до г+орода, не до дел, в, этакую страсть!" )
( ru_0323 "Меня не очень берут, любят больше полных, или уж чтобы как, Анеля." )
( ru_0324 "Но постой, я забыл: ведь, тебя какой-то твой дядя привёз в Москву? - Дядя, дядя." )
